tokenId,top_tokens
8244,"[9632, 9429, 8872, 183, 8689, 8083, 5891, 4384, 4495, 2030, 5481, 5654, 11929, 1647, 2924, 9628, 7749, 7688, 2824, 13329, 14595, 17314, 14715, 9889, 16760, 9577, 13929, 16704, 7472, 9071]"
8246,"[8353, 6947, 6820, 4413, 5720, 8051, 5747, 6531, 4779, 5194, 6963, 4633, 5251, 4660, 6165, 6093, 4865, 8187, 6408, 10529, 15843, 18880, 4492, 14753, 13581, 14485, 13528, 4831, 10833, 4719]"
8247,"[10245, 5753, 2357, 2522, 7875, 6884, 7799, 1178, 6910, 6895, 6258, 7658, 8072, 6107, 6677, 1568, 2191, 10629, 9500, 6407, 3548, 1198, 3458, 2277, 9774, 8718, 1819, 21136, 2466, 5752]"
8250,"[117, 5585, 4146, 6208, 5960, 6606, 8790, 8766, 13091, 5908, 3424, 6123, 5467, 7009, 4563, 4836, 2418, 15239, 9880, 12033, 11499, 6524, 906, 3767, 14401, 14609, 11933, 10540, 5458, 10322]"
8251,"[3341, 10706, 10426, 13856, 14057, 10140, 12726, 6690, 6750, 2223, 6549, 19654, 11354, 6792, 855, 4071, 12880, 4149, 9343, 10788, 16159, 4641, 12602, 1137, 16066, 11874, 18285, 2370, 3885, 21568]"
8252,"[6020, 1364, 9788, 6075, 854, 5701, 10166, 5994, 8688, 5187, 6399, 5209, 5434, 2641, 7552, 1548, 7020, 3152, 5183, 5147, 2679, 916, 695, 5703, 942, 7850, 11026, 8922, 8457, 321]"
8253,"[13271, 16495, 13002, 13276, 12766, 12890, 10750, 14129, 13043, 13825, 13140, 13500, 11834, 11042, 10164, 13647, 10621, 7436, 12540, 8230, 13685, 10139, 11787, 9710, 14229, 12565, 4438, 9630, 12823, 5129]"
8255,"[584, 8535, 4296, 7769, 7946, 17540, 1009, 12626, 9839, 2455, 4159, 558, 15482, 1746, 580, 8159, 7706, 4338, 11284, 20383, 3288, 7562, 12694, 6861, 10576, 11091, 949, 21933, 2434, 7515]"
8256,"[7442, 3356, 4541, 13571, 17327, 118, 7660, 7146, 20786, 11289, 2433, 9755, 1041, 1034, 5886, 7671, 2001, 6789, 2552, 6532, 14080, 7641, 19153, 12368, 8991, 3763, 13063, 14760, 15931, 5525]"
8257,"[5134, 4729, 1971, 9559, 7158, 4813, 9714, 8036, 9477, 2301, 7662, 6434, 12352, 16925, 2875, 5436, 16382, 15965, 2267, 617, 9037, 12946, 9486, 10268, 3662, 2890, 18879, 8121, 16921, 1324]"
8260,"[6885, 11450, 11408, 10734, 19995, 19144, 14015, 13930, 17620, 17040, 11719, 14474, 16029, 19975, 17857, 20832, 18030, 13115, 13109, 16757, 20655, 21047, 20290, 4345, 18548, 686, 14475, 20088, 7328, 11094]"
8262,"[20624, 8435, 9062, 15091, 8419, 9024, 9192, 5517, 14058, 11465, 2066, 9519, 4605, 15936, 5109, 646, 7561, 14132, 558, 14229, 1932, 60, 2434, 3288, 15427, 9145, 12606, 904, 14710, 14277]"
8266,"[16779, 16609, 13215, 1248, 3991, 5875, 17340, 5040, 14660, 11559, 594, 16560, 12565, 546, 19349, 625, 1649, 17267, 3845, 11754, 2454, 18213, 6215, 10577, 12823, 6436, 19477, 6486, 13685, 10506]"
8267,"[12385, 8654, 4941, 7260, 6830, 8384, 12435, 5522, 4279, 11955, 3523, 15803, 11132, 11778, 19445, 6355, 9570, 9418, 12152, 3746, 12219, 5980, 12297, 8724, 11451, 18460, 9363, 7959, 16361, 10002]"
8269,"[15902, 7193, 14681, 8149, 7429, 10096, 7946, 11250, 10503, 584, 3243, 8239, 11091, 17540, 9839, 7706, 7987, 4159, 558, 8425, 1009, 15482, 10576, 2455, 9864, 1668, 5470, 8159, 13966, 9446]"
8278,"[12123, 14297, 3115, 722, 7143, 2349, 2131, 14789, 1839, 735, 14655, 10460, 17869, 15894, 19346, 1404, 19717, 12508, 20908, 20322, 8854, 1719, 849, 13689, 4292, 20528, 2738, 1750, 1758, 14468]"
8279,"[10749, 4574, 12100, 8913, 16324, 5958, 7505, 16921, 3176, 21925, 5344, 1992, 5436, 1043, 11866, 7263, 9714, 19334, 4886, 11214, 7050, 10173, 1971, 10272, 9559, 19140, 17554, 11483, 20569, 617]"
8280,"[7296, 6174, 8060, 19506, 9684, 9407, 9618, 12207, 3517, 12670, 14553, 8292, 3386, 14468, 6826, 12112, 15894, 1172, 17869, 11035, 13689, 8798, 14789, 19919, 1703, 12508, 20013, 1404, 14655, 18121]"
8281,"[7940, 9816, 18981, 18900, 19144, 19995, 8368, 8593, 12324, 15078, 17619, 20027, 1980, 1260, 11902, 10181, 20271, 12420, 20009, 17829, 13457, 13466, 2987, 21047, 13822, 10113, 608, 8144, 9307, 1640]"
8282,"[8293, 20134, 9100, 11623, 17420, 10616, 20154, 7832, 20166, 21315, 18380, 19129, 12014, 10730, 7493, 16988, 18949, 17083, 2225, 5152, 1759, 8676, 16854, 19953, 21965, 7941, 1770, 17398, 597, 9128]"
8283,"[16790, 3272, 7507, 7964, 7267, 21693, 7402, 6914, 21291, 11288, 2732, 7645, 19019, 14489, 13724, 14837, 5716, 10903, 10161, 11242, 21695, 629, 907, 5738, 12018, 17738, 18187, 1771, 2238, 16136]"
8284,"[10278, 8757, 12002, 12055, 8107, 6751, 12007, 4270, 9474, 4290, 3369, 9728, 2165, 7919, 16559, 3284, 4269, 10573, 9061, 3492, 4271, 3549, 10387, 9589, 4164, 9561, 4330, 5871, 10202, 5845]"
8288,"[4149, 1691, 958, 12880, 2388, 10788, 6750, 11354, 2280, 855, 3242, 5090, 14717, 8023, 7190, 3153, 11338, 5106, 626, 11897, 12602, 10140, 15403, 11515, 13939, 3501, 3468, 2923, 11884, 6690]"
8292,"[9618, 9407, 9684, 7097, 14778, 2118, 12406, 14553, 15054, 9977, 12375, 1044, 12112, 9011, 6112, 2058, 18611, 6142, 4801, 8118, 20334, 13318, 11035, 14253, 14243, 9103, 9911, 10021, 5466, 7287]"
8293,"[8282, 20134, 17420, 20154, 20166, 9100, 21315, 11623, 19129, 12014, 18380, 10616, 7832, 10730, 7493, 16988, 17083, 2225, 1759, 18949, 19953, 21965, 5152, 1770, 7941, 12132, 14396, 5716, 16854, 5738]"
8294,"[5549, 9070, 12041, 1181, 12251, 16256, 14338, 8803, 12373, 7984, 16697, 5867, 10556, 4977, 3474, 10776, 16228, 16952, 12927, 11721, 6244, 19414, 12740, 18655, 9737, 2161, 2241, 4203, 12225, 9980]"
8295,"[3199, 10141, 21437, 12612, 1707, 11375, 11532, 1831, 6623, 1473, 2571, 6372, 12138, 8965, 19299, 127, 4602, 3467, 13948, 6774, 7503, 13879, 7851, 12337, 12009, 15915, 2745, 3132, 3978, 8781]"
8296,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
8297,"[4371, 6586, 9393, 8870, 9846, 4076, 6467, 15861, 6292, 7637, 2744, 8526, 7380, 6116, 10436, 12168, 9980, 16226, 11432, 8950, 9737, 2156, 2403, 2222, 16937, 3206, 13666, 1320, 5895, 3339]"
8300,"[9017, 8134, 21013, 9079, 18408, 17556, 14453, 14547, 16604, 15164, 4683, 14604, 15166, 13188, 20334, 8278, 12123, 4069, 14297, 14655, 10698, 6776, 5832, 9196, 12422, 12155, 9368, 1427, 12508, 15121]"
8301,"[8227, 7943, 8388, 8706, 8206, 7065, 8669, 7968, 6658, 19253, 12620, 1051, 1366, 2861, 2964, 2008, 1275, 11216, 10112, 13946, 12306, 7096, 1024, 15372, 18922, 12647, 18281, 11810, 18667, 11958]"
8305,"[3006, 10251, 8178, 9267, 9104, 3418, 2363, 1985, 10576, 10098, 2455, 4159, 9839, 2940, 7515, 178, 1995, 15482, 949, 7596, 903, 7562, 7849, 20004, 10914, 2480, 1009, 12694, 13452, 9864]"
8307,"[7873, 112, 7816, 5199, 5172, 3829, 75, 9827, 13047, 9971, 10728, 10513, 139, 17627, 16484, 1410, 14969, 2951, 5071, 598, 10501, 1738, 2423, 2376, 6863, 9105, 4254, 13272, 10193, 8876]"
8308,"[7959, 6355, 5954, 10002, 5660, 5868, 5522, 5926, 8384, 4941, 16898, 6830, 11444, 11427, 8654, 11683, 12200, 12077, 15949, 4049, 10359, 11954, 16361, 18460, 11592, 11451, 12297, 7260, 12165, 11955]"
8309,"[4629, 9789, 8650, 7353, 6942, 11108, 1144, 1585, 7901, 850, 8441, 5396, 830, 5811, 5812, 7215, 928, 8584, 1448, 20406, 5743, 8446, 6409, 1266, 6839, 1810, 8641, 16901, 5457, 2173]"
8310,"[12974, 12056, 2349, 1839, 11980, 722, 10460, 20322, 20908, 3115, 4292, 7143, 2738, 20528, 849, 4847, 15107, 8854, 11014, 5384, 12163, 6881, 19717, 18522, 6776, 2874, 12388, 2119, 14789, 12521]"
8311,"[3559, 9595, 10033, 1715, 7318, 8953, 7867, 3040, 9556, 6155, 4930, 9910, 11810, 18922, 4764, 18281, 18667, 2964, 13946, 2861, 1366, 4752, 9328, 1275, 13071, 11216, 19253, 1051, 8436, 6979]"
8313,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
8314,"[14056, 13243, 14399, 14397, 21385, 17247, 4947, 13415, 7963, 13953, 678, 2590, 21207, 10331, 17738, 843, 19849, 3846, 8226, 14195, 7604, 3455, 7220, 12633, 19648, 5115, 21102, 22072, 8767, 2860]"
8315,"[4508, 8782, 12247, 5843, 8963, 15853, 6468, 9282, 6398, 1916, 12509, 1748, 255, 7717, 13592, 7728, 5169, 7691, 11679, 12759, 108, 2220, 878, 12501, 18960, 7677, 4575, 2064, 5509, 11932]"
8317,"[9807, 13087, 19587, 20198, 9106, 19981, 10734, 12934, 11408, 19936, 15244, 10326, 15380, 21642, 2337, 18474, 17769, 13575, 18519, 20521, 3028, 21245, 653, 15330, 7915, 16138, 16294, 20595, 6866, 16041]"
8318,"[6316, 7587, 7074, 6334, 6110, 8630, 9183, 6242, 12867, 4651, 6548, 11528, 5648, 16299, 6933, 5938, 8962, 5348, 4700, 7929, 10272, 5487, 2301, 11816, 4034, 16665, 9544, 10294, 12946, 5436]"
8319,"[8861, 10550, 9615, 18734, 2014, 18730, 4112, 15989, 19078, 14532, 18159, 4634, 4113, 5043, 3395, 13697, 13704, 12304, 3157, 11886, 10012, 2071, 699, 16170, 3988, 9016, 17432, 18378, 21480, 19535]"
8321,"[8221, 8728, 8387, 15736, 8790, 3424, 8766, 5960, 6606, 4563, 5908, 13091, 2418, 3767, 12033, 7009, 10322, 4836, 906, 6123, 5467, 9287, 5458, 7923, 9880, 15239, 6679, 10650, 4370, 1869]"
8323,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
8324,"[8121, 3662, 2267, 6980, 2875, 16925, 9616, 9486, 628, 4813, 7158, 7735, 4910, 4729, 7848, 10268, 6050, 9477, 15248, 7676, 884, 8036, 9935, 8055, 11139, 12946, 4825, 3018, 7306, 6857]"
8330,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
8331,"[9080, 9902, 9505, 3432, 4812, 3867, 7156, 9574, 4984, 11690, 13489, 6226, 15095, 12307, 4975, 11986, 2234, 14679, 7806, 15065, 5639, 14331, 10789, 17030, 13854, 14008, 13605, 11670, 10188, 7591]"
8333,"[17342, 498, 8540, 11338, 2280, 10788, 3242, 7190, 3153, 11354, 626, 5106, 5090, 2923, 6705, 5300, 11515, 6750, 652, 20551, 485, 15084, 11761, 10486, 7563, 4592, 22004, 10493, 19085, 11088]"
8334,"[13953, 11957, 14175, 5759, 8616, 11337, 18335, 14195, 7604, 20697, 7220, 12633, 1832, 2590, 7767, 14738, 15818, 8226, 21821, 13427, 18083, 21695, 22013, 5025, 10135, 7963, 12450, 18842, 17009, 5083]"
8336,"[8345, 8866, 8911, 8876, 9105, 9434, 9438, 5199, 7816, 5172, 3829, 9971, 8307, 16484, 8699, 10337, 112, 75, 7873, 5071, 2376, 892, 10193, 13047, 9990, 20915, 4254, 4057, 6863, 4500]"
8337,"[12039, 8583, 7450, 7217, 7778, 13909, 8194, 2076, 10088, 8569, 5096, 8690, 12349, 10321, 2391, 8130, 11402, 11499, 6311, 4259, 12396, 17479, 2922, 14609, 2162, 7372, 5467, 6123, 7910, 5587]"
8340,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
8341,"[3777, 4538, 7851, 8855, 19299, 6774, 4602, 13923, 7736, 2604, 1831, 642, 11375, 10106, 12009, 17229, 9018, 11677, 6623, 12138, 2571, 3199, 10438, 12434, 8522, 12530, 18496, 12199, 9594, 21437]"
8342,"[6858, 3252, 8564, 10764, 11193, 6854, 2765, 3561, 3700, 3678, 1540, 11231, 13569, 11169, 12412, 11679, 14763, 11879, 8315, 11950, 4398, 4508, 14357, 8963, 4762, 8782, 9608, 10490, 6749, 12247]"
8344,"[9440, 8899, 9303, 2717, 9031, 19075, 18925, 5210, 11382, 3093, 8770, 5350, 4766, 7500, 15353, 18024, 9423, 11311, 1713, 21613, 9245, 11308, 16517, 21583, 10077, 13274, 7645, 16146, 16982, 9760]"
8345,"[8336, 8866, 8876, 8911, 9105, 9434, 9438, 5199, 7816, 5172, 8307, 3829, 112, 7873, 9971, 75, 16484, 10337, 8699, 13047, 5071, 10193, 2376, 892, 4254, 6863, 9990, 9827, 8651, 20915]"
8346,"[10463, 13251, 3463, 16795, 19653, 19167, 19781, 17070, 8417, 19593, 8069, 17227, 15211, 11056, 18799, 1764, 12734, 13453, 22067, 4357, 7808, 13207, 13373, 10872, 15122, 10030, 16917, 8234, 12559, 19220]"
8349,"[10301, 7214, 7504, 6706, 5895, 13437, 2067, 9899, 2529, 5535, 9435, 4183, 13666, 6180, 11432, 3339, 2166, 5888, 2203, 7092, 16949, 16937, 12168, 3206, 1320, 6178, 2306, 6646, 3553, 10436]"
8350,"[9921, 6401, 9352, 9235, 3690, 15304, 4350, 19235, 10796, 984, 6656, 7580, 4195, 9787, 7640, 8939, 5814, 8795, 12209, 5141, 4407, 6616, 7738, 8176, 12682, 10081, 5110, 3457, 5539, 7439]"
8352,"[165, 1260, 16545, 7476, 20863, 21190, 12000, 16965, 8494, 14735, 18397, 862, 2987, 5679, 4345, 7328, 10256, 18812, 19961, 19242, 17358, 1912, 20051, 1323, 577, 9746, 13361, 7810, 19995, 20270]"
8353,"[6947, 6820, 4413, 8051, 5194, 6531, 5720, 5747, 6963, 4779, 4633, 5251, 6165, 4660, 8187, 6093, 4865, 8246, 6408, 4719, 9593, 8024, 9478, 10833, 11947, 10193, 8911, 598, 3829, 13047]"
8355,"[8218, 12796, 18915, 910, 625, 911, 8599, 13966, 4317, 546, 7274, 12278, 13030, 1119, 4463, 11016, 13829, 19349, 19415, 13033, 7132, 19477, 14431, 1747, 8460, 6495, 1976, 11755, 12689, 1649]"
8357,"[4177, 4627, 19466, 15600, 14467, 12367, 657, 14525, 2014, 106, 10233, 610, 16861, 10550, 10027, 13661, 10345, 19867, 6787, 19946, 11991, 14695, 17371, 15810, 5981, 22108, 20262, 2190, 13663, 20463]"
8358,"[7971, 9197, 10197, 19080, 17879, 10816, 17230, 17161, 21359, 8916, 15347, 11143, 12367, 8580, 20519, 19797, 12790, 14467, 20738, 19949, 15850, 13822, 16395, 16859, 13457, 13466, 21516, 8908, 12567, 12212]"
8361,"[5916, 8614, 8617, 6854, 11193, 10764, 8564, 9986, 8609, 12655, 132, 2962, 562, 19063, 7720, 827, 7041, 8133, 5255, 2960, 767, 1167, 10537, 19407, 6858, 19023, 7284, 15590, 19272, 7422]"
8362,"[7439, 12343, 12682, 7640, 21546, 8795, 7580, 984, 5814, 12209, 14193, 19235, 10081, 5539, 10108, 7738, 990, 6103, 12130, 12473, 11191, 9787, 1225, 2969, 11013, 5105, 8176, 10893, 2422, 523]"
8365,"[13310, 3132, 17006, 13179, 13879, 7503, 13948, 15915, 3467, 3978, 8781, 15736, 6372, 11532, 10141, 8222, 1473, 2745, 7056, 8166, 8387, 12138, 10010, 12337, 8502, 12612, 1707, 11666, 1823, 7286]"
8366,"[5152, 7941, 9793, 7825, 12734, 7857, 7775, 4357, 7882, 18949, 21914, 15122, 19776, 1813, 593, 12072, 179, 18948, 10489, 9722, 10648, 16917, 10932, 11758, 8234, 10872, 15175, 12483, 16601, 9603]"
8367,"[3704, 11195, 14640, 16700, 17996, 20043, 14967, 2916, 10261, 19212, 18388, 7490, 15315, 21116, 20082, 16698, 20153, 19996, 21066, 15335, 20299, 18472, 6966, 18278, 19568, 20690, 20958, 10668, 20821, 18770]"
8368,"[12324, 17619, 4528, 2661, 14025, 19121, 14101, 16965, 2987, 16662, 12677, 21516, 19111, 16884, 8593, 8494, 12466, 6718, 8163, 3008, 862, 19242, 14516, 15139, 13042, 21811, 14735, 5679, 12567, 13361]"
8369,"[6780, 10567, 10000, 17112, 3928, 13306, 4324, 5986, 4124, 7236, 2034, 8795, 8362, 9399, 7640, 12473, 12130, 990, 5539, 7439, 6103, 7580, 984, 10108, 5105, 12209, 9787, 5814, 12682, 12343]"
8370,"[7700, 12794, 13059, 12889, 690, 1280, 9000, 1285, 9606, 8830, 5327, 8814, 18457, 18623, 18973, 19270, 8918, 20429, 681, 9326, 11123, 4645, 4318, 3490, 5838, 1211, 3712, 1373, 4758, 4851]"
8372,"[4185, 10712, 7222, 1371, 10257, 5512, 6250, 6014, 1822, 1847, 9776, 9161, 7032, 5530, 2931, 9751, 15442, 8603, 10553, 7822, 11055, 2154, 5924, 5708, 11483, 4736, 605, 10852, 18416, 5793]"
8373,"[9249, 9391, 9346, 8139, 9291, 7494, 9168, 7619, 8136, 9167, 7867, 9328, 1715, 3559, 8311, 1634, 10033, 9595, 8743, 5524, 9127, 10467, 1024, 4908, 2008, 9323, 6502, 4080, 13946, 7318]"
8374,"[21272, 19183, 21368, 20255, 15490, 4766, 14489, 7507, 9313, 15002, 2717, 5702, 1771, 7964, 6602, 10077, 8899, 7645, 9760, 16982, 21356, 9303, 21599, 21291, 8344, 583, 13724, 17009, 11382, 9440]"
8376,"[11924, 15998, 17273, 11168, 17688, 9861, 10247, 10038, 14393, 561, 16837, 17422, 18755, 20746, 4345, 4967, 5145, 13621, 20198, 19587, 20362, 7328, 21122, 4590, 21510, 21590, 20466, 18397, 1622, 8494]"
8379,"[11918, 12395, 18484, 1619, 2426, 21670, 10318, 4964, 19401, 6454, 9716, 16237, 5213, 6792, 15733, 1137, 4071, 8571, 2142, 9051, 3320, 6549, 10140, 2223, 3885, 9343, 4641, 1197, 12726, 11538]"
8382,"[7213, 20535, 7256, 6073, 9099, 16037, 8979, 9578, 16783, 16544, 7000, 5982, 16689, 17220, 11856, 12096, 12084, 7690, 5793, 7313, 7008, 12527, 12698, 8018, 9805, 12026, 1012, 14343, 15221, 11865]"
8384,"[6830, 7260, 6355, 12435, 7959, 8267, 4941, 8654, 12385, 5980, 8308, 5522, 11955, 9140, 3746, 12152, 11132, 12297, 3523, 11451, 18460, 10002, 16361, 11778, 19445, 11954, 15949, 12219, 4279, 5660]"
8385,"[9945, 8238, 9231, 9367, 9995, 7643, 6381, 7487, 5886, 11851, 10499, 1034, 17455, 7660, 20786, 12690, 6789, 2709, 14793, 16076, 7146, 16997, 10798, 10319, 3649, 9349, 9596, 12678, 12263, 3550]"
8387,"[15736, 8728, 8221, 8321, 13179, 17006, 3767, 3424, 5949, 12033, 4563, 9974, 11846, 906, 9880, 8790, 8959, 12603, 5579, 10921, 2418, 12597, 3448, 7009, 8166, 7782, 11015, 5458, 5960, 8766]"
8388,"[7943, 8706, 8227, 8206, 7065, 8301, 8669, 7968, 1024, 2008, 11958, 1051, 2861, 11216, 19253, 12620, 591, 4609, 2964, 1366, 15372, 1275, 13802, 13946, 7859, 12729, 11728, 10467, 10112, 5126]"
8390,"[16930, 10802, 14726, 15942, 15472, 13418, 5972, 11985, 10009, 9969, 14960, 13019, 9071, 2824, 11929, 4384, 8083, 6243, 14006, 12262, 1681, 1647, 557, 13317, 5481, 1241, 3430, 588, 9632, 8244]"
8391,"[6872, 5228, 3244, 6136, 14516, 21285, 9861, 12466, 11939, 6310, 16884, 12407, 3028, 11166, 653, 1912, 15060, 5692, 3008, 4590, 10038, 14140, 19556, 19111, 14101, 1323, 16902, 4967, 6054, 21850]"
8399,"[9383, 9546, 6783, 15014, 899, 148, 173, 163, 14137, 728, 811, 3646, 10560, 12897, 533, 20569, 13880, 3647, 17554, 3454, 9626, 2248, 9404, 10611, 12730, 11260, 7979, 5695, 13183, 9663]"
8402,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
8403,"[10422, 9309, 8048, 9314, 3363, 5178, 6024, 5817, 1319, 12163, 21213, 11014, 4847, 772, 12611, 18522, 12310, 19455, 2261, 2874, 849, 2738, 12591, 4990, 5213, 912, 4292, 10945, 20908, 20322]"
8404,"[11993, 11961, 13590, 4510, 20, 3535, 9256, 2991, 6914, 9303, 13950, 13662, 8898, 13915, 4372, 14473, 13135, 11620, 1468, 5716, 9031, 21205, 21291, 5738, 13772, 18184, 2717, 15082, 16656, 20154]"
8407,"[14311, 8844, 1196, 8831, 1782, 4607, 17019, 2311, 1525, 11197, 1589, 7636, 14736, 3262, 10357, 2663, 6137, 4971, 7004, 13414, 13343, 1346, 17997, 11729, 13366, 1352, 1358, 16145, 4970, 16214]"
8408,"[16922, 8735, 18000, 2984, 19043, 8663, 20776, 7189, 622, 8792, 17332, 17237, 8895, 15784, 17970, 13255, 19428, 20054, 8978, 16285, 20299, 20958, 20267, 19955, 8210, 21498, 21064, 20866, 16133, 20367]"
8410,"[13171, 13033, 13030, 12278, 13829, 6731, 13068, 9041, 6546, 6230, 18244, 15927, 5915, 6486, 1180, 19069, 4138, 18213, 8992, 10471, 4815, 4863, 1229, 2245, 14534, 11344, 18737, 1103, 13784, 18801]"
8411,"[5647, 12811, 21203, 13978, 11957, 11621, 1281, 21205, 14175, 13662, 17938, 12065, 7507, 13427, 7964, 12018, 10161, 22015, 11566, 13950, 9313, 5025, 16656, 15082, 6602, 2991, 2732, 5759, 3535, 18184]"
8412,"[4455, 2976, 13042, 9227, 17138, 17234, 21354, 1984, 13013, 20426, 20925, 13149, 14007, 3844, 20006, 20376, 19032, 19206, 20437, 21658, 19910, 20489, 2987, 8767, 15612, 13669, 21923, 16379, 21169, 18909]"
8413,"[8468, 16395, 4105, 19759, 19080, 19194, 18730, 16884, 20657, 12466, 20736, 20457, 14516, 16095, 9615, 18734, 19214, 20222, 20331, 20650, 20751, 21385, 7734, 6275, 12781, 16662, 16777, 4216, 17876, 4386]"
8415,"[10624, 12280, 1405, 11799, 10549, 13870, 3869, 19115, 19239, 18453, 11241, 11091, 7596, 7515, 1985, 17540, 7706, 9817, 5470, 7562, 949, 903, 7946, 1009, 18566, 9864, 2940, 4159, 8269, 2455]"
8417,"[7825, 12734, 11758, 12129, 1764, 9603, 8232, 18799, 13695, 542, 14186, 9722, 10030, 10872, 14218, 10489, 15013, 10563, 7025, 14082, 15787, 8234, 10932, 15116, 6887, 7775, 13373, 14258, 15122, 14068]"
8419,"[9062, 8435, 15091, 9024, 9192, 8262, 5517, 20624, 11465, 9839, 12694, 4159, 14058, 7561, 2455, 10576, 13700, 2743, 558, 13687, 13388, 14132, 4605, 14162, 15482, 10914, 13744, 13515, 13482, 7562]"
8420,"[5366, 960, 2705, 641, 2688, 7764, 5457, 6409, 20406, 1448, 5472, 6268, 928, 5743, 8584, 3113, 5812, 5811, 865, 8441, 850, 7901, 7573, 2806, 1144, 1585, 4861, 6016, 11108, 5396]"
8422,"[4516, 7320, 6632, 3349, 6466, 848, 893, 697, 1159, 1248, 6385, 16609, 13215, 4712, 16779, 4033, 9167, 5689, 11628, 8136, 3145, 7619, 8985, 9168, 11334, 4908, 4138, 7494, 16629, 4631]"
8423,"[11385, 14637, 20779, 19324, 18002, 5848, 14308, 8521, 19243, 8463, 20155, 20117, 20051, 13600, 11144, 20821, 14140, 20732, 10884, 16902, 15371, 14332, 16246, 10244, 16545, 12038, 10957, 8368, 1640, 11551]"
8424,"[5466, 20334, 6112, 11035, 1774, 9173, 12508, 1750, 14655, 9684, 9407, 1719, 1172, 7370, 9977, 4683, 13689, 2058, 9618, 1758, 1064, 735, 12112, 1404, 9368, 14468, 14778, 14553, 2131, 9568]"
8425,"[8239, 3243, 7987, 13966, 9839, 15145, 558, 7562, 20004, 15983, 4159, 11484, 7849, 11284, 7515, 7946, 2434, 2743, 11091, 60, 2455, 580, 1009, 1932, 15482, 14132, 9472, 3288, 5109, 10576]"
8426,"[7409, 17632, 16914, 9230, 21056, 1081, 18070, 17515, 1559, 4112, 7927, 6992, 4634, 4113, 21923, 21040, 17138, 21354, 15899, 19283, 12302, 19787, 5276, 16613, 16289, 18143, 20463, 3965, 12299, 8334]"
8427,"[6670, 9787, 13611, 5539, 6103, 10893, 990, 5105, 8795, 1121, 7640, 8362, 7439, 11191, 869, 11577, 10108, 11013, 12682, 10330, 7580, 12209, 5814, 2379, 19235, 12343, 4383, 21546, 6817, 10081]"
8428,"[8677, 16632, 15690, 1289, 8611, 4357, 14253, 18611, 9276, 8234, 5464, 9277, 14243, 1093, 7025, 10932, 9103, 10772, 8594, 12072, 17461, 2353, 6142, 8213, 4801, 10489, 14258, 5466, 10665, 10648]"
8429,"[11306, 1382, 10543, 11983, 12013, 14551, 10972, 17868, 17158, 12802, 13278, 9441, 9576, 7655, 6252, 7563, 6577, 14709, 6167, 10459, 12665, 12436, 8050, 10486, 1890, 18723, 5300, 14615, 15084, 11329]"
8433,"[5586, 6194, 9958, 4570, 9755, 11289, 1041, 2001, 2433, 7575, 118, 773, 8991, 4541, 2134, 17327, 3356, 7442, 5347, 10418, 9669, 2552, 8256, 6532, 13571, 5525, 8215, 12976, 11732, 15917]"
8434,"[7810, 21516, 13042, 19111, 20484, 19393, 13149, 19360, 843, 18192, 17358, 14195, 11281, 862, 16379, 12790, 20791, 14101, 14025, 8767, 19380, 21703, 19648, 1323, 20751, 18536, 18730, 17876, 20466, 16777]"
8435,"[9062, 15091, 9024, 8419, 9192, 8262, 20624, 5517, 11465, 7561, 9839, 14058, 2066, 10791, 4159, 4605, 10914, 14132, 11148, 558, 2743, 13700, 2455, 12694, 14162, 9659, 13687, 13388, 9145, 10576]"
8436,"[11810, 12652, 4752, 8874, 8668, 12620, 19253, 767, 6476, 14018, 2960, 1366, 12306, 589, 2964, 11216, 18281, 18667, 1275, 18922, 9799, 10537, 8133, 17182, 4331, 2861, 827, 13071, 7827, 4930]"
8439,"[15543, 16942, 17641, 4479, 12536, 16089, 15204, 15953, 15839, 9378, 9324, 1988, 4885, 14999, 15619, 16665, 5958, 7505, 12548, 4886, 1845, 16921, 11866, 5436, 21925, 1992, 5344, 1043, 7263, 19140]"
